section_size,eccentricity,length,DCR,median,log_standard_deviation
W27X129,0.0,1,0.95,439.7515764133675,0.6761884622477489
W27X129,0.0,1,0.85,1626.5508695038916,0.33964180287806156
W27X129,0.0,1,0.75,2378.8101997128206,0.29591797401965647
W27X129,0.0,1,0.5,-,-
W27X129,0.0,1,0.25,-,-
W27X129,0.0,1,0.15,-,-
W27X129,0.0,1,0.05,-,-
W21X182,0.0,1,0.95,696.2205596443202,0.54764248124123
W21X182,0.0,1,0.85,2181.249879847434,0.37190104863798074
W21X182,0.0,1,0.75,2563.4246297012232,0.20216012762158345
W21X182,0.0,1,0.5,-,-
W21X182,0.0,1,0.25,-,-
W21X182,0.0,1,0.15,-,-
W21X182,0.0,1,0.05,-,-
W24X146,0.0,1,0.95,444.75772843189,0.6878786656745205
W24X146,0.0,1,0.85,1644.4030459599387,0.33497338074845545
W24X146,0.0,1,0.75,2444.741915688939,0.3165130352313076
W24X146,0.0,1,0.5,-,-
W24X146,0.0,1,0.25,-,-
W24X146,0.0,1,0.15,-,-
W24X146,0.0,1,0.05,-,-
W30X108,0.0,1,0.95,244.80067511279282,0.9511588289793145
W30X108,0.0,1,0.85,1293.3461500201936,0.35478792421530897
W30X108,0.0,1,0.75,2023.9826291386073,0.33993107256359745
W30X108,0.0,1,0.5,3248.304273920812,0.2141983378804782
W30X108,0.0,1,0.25,-,-
W30X108,0.0,1,0.15,-,-
W30X108,0.0,1,0.05,-,-
W18X211,0.0,1,0.95,986.7226938248335,0.4712384268477793
W18X211,0.0,1,0.85,2490.6201345893874,0.29667429123943245
W18X211,0.0,1,0.75,3248.3042078818553,0.21419832924467697
W18X211,0.0,1,0.5,-,-
W18X211,0.0,1,0.25,-,-
W18X211,0.0,1,0.15,-,-
W18X211,0.0,1,0.05,-,-
W14X311,0.0,1,0.95,1217.9314154005604,0.42363840225312055
W14X311,0.0,1,0.85,2696.3139738002587,0.2567322983094026
W14X311,0.0,1,0.75,-,-
W14X311,0.0,1,0.5,-,-
W14X311,0.0,1,0.25,-,-
W14X311,0.0,1,0.15,-,-
W14X311,0.0,1,0.05,-,-
W21X166,0.0,1,0.95,604.7520077062153,0.5961811965091856
W21X166,0.0,1,0.85,1993.608594044548,0.3663716115237066
W21X166,0.0,1,0.75,2738.4795772550524,0.2842291402812849
W21X166,0.0,1,0.5,-,-
W21X166,0.0,1,0.25,-,-
W21X166,0.0,1,0.15,-,-
W21X166,0.0,1,0.05,-,-
W27X114,0.0,1,0.95,339.1101968512512,0.8009752972117361
W27X114,0.0,1,0.85,1444.399348399824,0.3383059901991087
W27X114,0.0,1,0.75,2261.733422877625,0.3459816465698263
W27X114,0.0,1,0.5,2122.6881471866104,0.0257621397232197
W27X114,0.0,1,0.25,-,-
W27X114,0.0,1,0.15,-,-
W27X114,0.0,1,0.05,-,-
W12X336,0.0,1,0.95,1603.7998745520956,0.4025399118702004
W12X336,0.0,1,0.85,3168.7156896474494,0.2259205642234567
W12X336,0.0,1,0.75,-,-
W12X336,0.0,1,0.5,-,-
W12X336,0.0,1,0.25,-,-
W12X336,0.0,1,0.15,-,-
W12X336,0.0,1,0.05,-,-
W24X131,0.0,1,0.95,346.4994695074717,0.8081330742209042
W24X131,0.0,1,0.85,1477.4583890681042,0.3438052400220469
W24X131,0.0,1,0.75,2297.776230708506,0.34167754354188257
W24X131,0.0,1,0.5,-,-
W24X131,0.0,1,0.25,-,-
W24X131,0.0,1,0.15,-,-
W24X131,0.0,1,0.05,-,-
W18X192,0.0,1,0.95,870.8974508834397,0.5143885917523192
W18X192,0.0,1,0.85,2390.2670110737713,0.3366422624188628
W18X192,0.0,1,0.75,2901.8057904843695,0.2019241026609324
W18X192,0.0,1,0.5,-,-
W18X192,0.0,1,0.25,-,-
W18X192,0.0,1,0.15,-,-
W18X192,0.0,1,0.05,-,-
W14X283,0.0,1,0.95,1104.682326833996,0.4436424539788552
W14X283,0.0,1,0.85,2653.1471446970854,0.28298932923465697
W14X283,0.0,1,0.75,2122.6881471866104,0.0257621397232197
W14X283,0.0,1,0.5,-,-
W14X283,0.0,1,0.25,-,-
W14X283,0.0,1,0.15,-,-
W14X283,0.0,1,0.05,-,-
W21X147,0.0,1,0.95,500.88927137042043,0.6476667335568905
W21X147,0.0,1,0.85,1752.8910878776712,0.3496212466607689
W21X147,0.0,1,0.75,2520.3896560850194,0.2934805732252496
W21X147,0.0,1,0.5,-,-
W21X147,0.0,1,0.25,-,-
W21X147,0.0,1,0.15,-,-
W21X147,0.0,1,0.05,-,-
W27X102,0.0,1,0.95,247.98153098417671,0.9628068164835272
W27X102,0.0,1,0.85,1313.0165046780903,0.35445312769773724
W27X102,0.0,1,0.75,2054.6681455853063,0.3423114350223634
W27X102,0.0,1,0.5,3248.3041959306643,0.214198327685839
W27X102,0.0,1,0.25,-,-
W27X102,0.0,1,0.15,-,-
W27X102,0.0,1,0.05,-,-
W12X305,0.0,1,0.95,1467.5592871263148,0.40710853002759717
W12X305,0.0,1,0.85,3224.8429050230566,0.2574147276935264
W12X305,0.0,1,0.75,-,-
W12X305,0.0,1,0.5,-,-
W12X305,0.0,1,0.25,-,-
W12X305,0.0,1,0.15,-,-
W12X305,0.0,1,0.05,-,-
W18X175,0.0,1,0.95,779.4087947242889,0.5243344717832089
W18X175,0.0,1,0.85,2296.628108173354,0.36345756652931344
W18X175,0.0,1,0.75,2433.438292525357,0.1402132086769195
W18X175,0.0,1,0.5,-,-
W18X175,0.0,1,0.25,-,-
W18X175,0.0,1,0.15,-,-
W18X175,0.0,1,0.05,-,-
W14X257,0.0,1,0.95,986.7226938248335,0.4712384268477793
W14X257,0.0,1,0.85,2546.9625182484115,0.30991729368234344
W14X257,0.0,1,0.75,3248.3041959306643,0.214198327685839
W14X257,0.0,1,0.5,-,-
W14X257,0.0,1,0.25,-,-
W14X257,0.0,1,0.15,-,-
W14X257,0.0,1,0.05,-,-
W27X94,0.0,1,0.95,172.10595769676328,1.167310674326987
W27X94,0.0,1,0.85,1211.4534005298804,0.36850284151489454
W27X94,0.0,1,0.75,1900.4808591254823,0.33511939202178936
W27X94,0.0,1,0.5,2446.6072812545513,0.11574704544509784
W27X94,0.0,1,0.25,-,-
W27X94,0.0,1,0.15,-,-
W27X94,0.0,1,0.05,-,-
W21X132,0.0,1,0.95,424.61326024700674,0.6967870841320628
W21X132,0.0,1,0.85,1588.5676519339154,0.34393821776216343
W21X132,0.0,1,0.75,2386.814970088036,0.3218338720312047
W21X132,0.0,1,0.5,-,-
W21X132,0.0,1,0.25,-,-
W21X132,0.0,1,0.15,-,-
W21X132,0.0,1,0.05,-,-
W12X279,0.0,1,0.95,1340.1116149055115,0.4017410627572152
W12X279,0.0,1,0.85,2655.902596000967,0.20452116260041023
W12X279,0.0,1,0.75,-,-
W12X279,0.0,1,0.5,-,-
W12X279,0.0,1,0.25,-,-
W12X279,0.0,1,0.15,-,-
W12X279,0.0,1,0.05,-,-
W18X158,0.0,1,0.95,674.7625559291532,0.5611795007054933
W18X158,0.0,1,0.85,2094.1339911521927,0.3613107278487512
W18X158,0.0,1,0.75,2702.3426093146086,0.2502478844282611
W18X158,0.0,1,0.5,-,-
W18X158,0.0,1,0.25,-,-
W18X158,0.0,1,0.15,-,-
W18X158,0.0,1,0.05,-,-
W14X233,0.0,1,0.95,881.3579439180276,0.5049291749119124
W14X233,0.0,1,0.85,2401.6343660356674,0.33693936660740603
W14X233,0.0,1,0.75,2901.805791994495,0.2019241029084104
W14X233,0.0,1,0.5,-,-
W14X233,0.0,1,0.25,-,-
W14X233,0.0,1,0.15,-,-
W14X233,0.0,1,0.05,-,-
W24X103,0.0,1,0.95,340.4920445783315,0.8051068647384952
W24X103,0.0,1,0.85,1460.2596899119121,0.34354941385082616
W24X103,0.0,1,0.75,2264.8292543184357,0.338419584615682
W24X103,0.0,1,0.5,2122.6881471866104,0.0257621397232197
W24X103,0.0,1,0.25,-,-
W24X103,0.0,1,0.15,-,-
W24X103,0.0,1,0.05,-,-
W21X122,0.0,1,0.95,344.3990993323714,0.8079786927209434
W21X122,0.0,1,0.85,1467.4290573326314,0.347219097314231
W21X122,0.0,1,0.75,2287.4013676853933,0.3397142287274571
W21X122,0.0,1,0.5,2122.6881471866104,0.0257621397232197
W21X122,0.0,1,0.25,-,-
W21X122,0.0,1,0.15,-,-
W21X122,0.0,1,0.05,-,-
W18X143,0.0,1,0.95,591.1771662753476,0.5819540528517106
W18X143,0.0,1,0.85,1934.8237534988052,0.3617589276639979
W18X143,0.0,1,0.75,2653.147150466268,0.2829893309410792
W18X143,0.0,1,0.5,-,-
W18X143,0.0,1,0.25,-,-
W18X143,0.0,1,0.15,-,-
W18X143,0.0,1,0.05,-,-
W12X252,0.0,1,0.95,1217.9314154005604,0.42363840225312055
W12X252,0.0,1,0.85,2696.313969264529,0.256732297123718
W12X252,0.0,1,0.75,-,-
W12X252,0.0,1,0.5,-,-
W12X252,0.0,1,0.25,-,-
W12X252,0.0,1,0.15,-,-
W12X252,0.0,1,0.05,-,-
W24X94,0.0,1,0.95,265.88808083682017,0.9413311766766181
W24X94,0.0,1,0.85,1340.771967251975,0.3559970545462646
W24X94,0.0,1,0.75,2104.7803449162675,0.3494774847993145
W24X94,0.0,1,0.5,3248.304122354546,0.2141983181248162
W24X94,0.0,1,0.25,-,-
W24X94,0.0,1,0.15,-,-
W24X94,0.0,1,0.05,-,-
W21X111,0.0,1,0.95,282.68371348048856,0.8935872533202758
W21X111,0.0,1,0.85,1352.4440760167008,0.3498361121255255
W21X111,0.0,1,0.75,2123.543358033375,0.3434383119263598
W21X111,0.0,1,0.5,3248.304102543533,0.2141983155881369
W21X111,0.0,1,0.25,-,-
W21X111,0.0,1,0.15,-,-
W21X111,0.0,1,0.05,-,-
W14X211,0.0,1,0.95,770.3686298673142,0.5213190625544929
W14X211,0.0,1,0.85,2272.0958272497664,0.3607688807118388
W14X211,0.0,1,0.75,2570.3770776776505,0.18214424729771383
W14X211,0.0,1,0.5,-,-
W14X211,0.0,1,0.25,-,-
W14X211,0.0,1,0.15,-,-
W14X211,0.0,1,0.05,-,-
W18X130,0.0,1,0.95,499.85696771116255,0.6470351043234802
W18X130,0.0,1,0.85,1751.8331067067706,0.3515063800273571
W18X130,0.0,1,0.75,2520.3896560850194,0.2934805732252496
W18X130,0.0,1,0.5,-,-
W18X130,0.0,1,0.25,-,-
W18X130,0.0,1,0.15,-,-
W18X130,0.0,1,0.05,-,-
W12X230,0.0,1,0.95,1106.7121739048237,0.44266231635553316
W12X230,0.0,1,0.85,2714.737899957941,0.29738717766400585
W12X230,0.0,1,0.75,2122.6881471866104,0.0257621397232197
W12X230,0.0,1,0.5,-,-
W12X230,0.0,1,0.25,-,-
W12X230,0.0,1,0.15,-,-
W12X230,0.0,1,0.05,-,-
W14X193,0.0,1,0.95,679.4497624432123,0.5580020583225009
W14X193,0.0,1,0.85,2111.6023155776024,0.36966410322812115
W14X193,0.0,1,0.75,2702.3425919419965,0.25024787989901587
W14X193,0.0,1,0.5,-,-
W14X193,0.0,1,0.25,-,-
W14X193,0.0,1,0.15,-,-
W14X193,0.0,1,0.05,-,-
W24X84,0.0,1,0.95,165.63985354438552,1.1822592403631529
W24X84,0.0,1,0.85,1208.6108009170634,0.36955306337027827
W24X84,0.0,1,0.75,1896.8655177862577,0.3336852151345036
W24X84,0.0,1,0.5,2446.6072812545513,0.11574704544509784
W24X84,0.0,1,0.25,-,-
W24X84,0.0,1,0.15,-,-
W24X84,0.0,1,0.05,-,-
W18X119,0.0,1,0.95,433.53446533130193,0.6782561655308544
W18X119,0.0,1,0.85,1596.3554574754712,0.34908784507070967
W18X119,0.0,1,0.75,2366.024248481991,0.3032106687470167
W18X119,0.0,1,0.5,-,-
W18X119,0.0,1,0.25,-,-
W18X119,0.0,1,0.15,-,-
W18X119,0.0,1,0.05,-,-
W14X176,0.0,1,0.95,595.7100648790536,0.5796192560664719
W14X176,0.0,1,0.85,1934.8237534988052,0.3617589276639979
W14X176,0.0,1,0.75,2714.7379038264594,0.2973871787760852
W14X176,0.0,1,0.5,-,-
W14X176,0.0,1,0.25,-,-
W14X176,0.0,1,0.15,-,-
W14X176,0.0,1,0.05,-,-
W12X210,0.0,1,0.95,1005.423581003946,0.4631482775448546
W12X210,0.0,1,0.85,2533.2020797902346,0.30431163130608463
W12X210,0.0,1,0.75,3248.3041959306643,0.214198327685839
W12X210,0.0,1,0.5,-,-
W12X210,0.0,1,0.25,-,-
W12X210,0.0,1,0.15,-,-
W12X210,0.0,1,0.05,-,-
W24X76,0.0,1,0.95,103.55425902538937,1.3623986640609833
W24X76,0.0,1,0.85,1100.97073194129,0.3829598563109512
W24X76,0.0,1,0.75,1733.606384853336,0.32186964745506463
W24X76,0.0,1,0.5,2570.3770759117597,0.18214424685238778
W24X76,0.0,1,0.25,-,-
W24X76,0.0,1,0.15,-,-
W24X76,0.0,1,0.05,-,-
W21X93,0.0,1,0.95,339.1101968512512,0.8009752972117361
W21X93,0.0,1,0.85,1446.5312804790963,0.3418908846080406
W21X93,0.0,1,0.75,2255.8944124632426,0.3414379293581762
W21X93,0.0,1,0.5,2122.6881471866104,0.0257621397232197
W21X93,0.0,1,0.25,-,-
W21X93,0.0,1,0.15,-,-
W21X93,0.0,1,0.05,-,-
W18X106,0.0,1,0.95,321.04105034580385,0.8512248002370689
W18X106,0.0,1,0.85,1442.9154540441625,0.3374753013311288
W18X106,0.0,1,0.75,2267.6619368289416,0.3534191065245291
W18X106,0.0,1,0.5,2122.6881471866104,0.0257621397232197
W18X106,0.0,1,0.25,-,-
W18X106,0.0,1,0.15,-,-
W18X106,0.0,1,0.05,-,-
W14X159,0.0,1,0.95,496.0896241981189,0.6417415244988653
W14X159,0.0,1,0.85,1749.5545759958843,0.360681019913847
W14X159,0.0,1,0.75,2537.9093956782476,0.30149997854088545
W14X159,0.0,1,0.5,-,-
W14X159,0.0,1,0.25,-,-
W14X159,0.0,1,0.15,-,-
W14X159,0.0,1,0.05,-,-
W12X190,0.0,1,0.95,895.6151071630605,0.4970493227679564
W12X190,0.0,1,0.85,2418.0413739532796,0.33385799785590853
W12X190,0.0,1,0.75,3168.7156896474494,0.2259205642234567
W12X190,0.0,1,0.5,-,-
W12X190,0.0,1,0.25,-,-
W12X190,0.0,1,0.15,-,-
W12X190,0.0,1,0.05,-,-
W21X83,0.0,1,0.95,249.19885718861582,0.9616397417541672
W21X83,0.0,1,0.85,1314.2302719551512,0.35784241557425
W21X83,0.0,1,0.75,2056.9464875696317,0.3399668399698263
W21X83,0.0,1,0.5,3248.3041959306643,0.214198327685839
W21X83,0.0,1,0.25,-,-
W21X83,0.0,1,0.15,-,-
W21X83,0.0,1,0.05,-,-
W18X97,0.0,1,0.95,254.15638625412194,0.9640916753401908
W18X97,0.0,1,0.85,1336.4326325441907,0.35521928011129583
W18X97,0.0,1,0.75,2085.8508926875543,0.3436110753811869
W18X97,0.0,1,0.5,3248.304178521496,0.21419832539143605
W18X97,0.0,1,0.25,-,-
W18X97,0.0,1,0.15,-,-
W18X97,0.0,1,0.05,-,-
W14X145,0.0,1,0.95,433.34455472903556,0.6809941593663166
W14X145,0.0,1,0.85,1596.3554574754712,0.34908784507070967
W14X145,0.0,1,0.75,2366.0242493424166,0.3032106691118507
W14X145,0.0,1,0.5,-,-
W14X145,0.0,1,0.25,-,-
W14X145,0.0,1,0.15,-,-
W14X145,0.0,1,0.05,-,-
W12X170,0.0,1,0.95,770.3686300267381,0.5213190620090445
W12X170,0.0,1,0.85,2272.0958275549983,0.36076888089075687
W12X170,0.0,1,0.75,2570.3770753277627,0.18214424671300483
W12X170,0.0,1,0.5,-,-
W12X170,0.0,1,0.25,-,-
W12X170,0.0,1,0.15,-,-
W12X170,0.0,1,0.05,-,-
W21X73,0.0,1,0.95,147.68159317568245,1.2226599700855687
W21X73,0.0,1,0.85,1161.0987298554041,0.3767744515647416
W21X73,0.0,1,0.75,1830.3525830650208,0.33555817439925006
W21X73,0.0,1,0.5,2583.9800284387834,0.15636008031642784
W21X73,0.0,1,0.25,-,-
W21X73,0.0,1,0.15,-,-
W21X73,0.0,1,0.05,-,-
W24X62,0.0,1,0.95,92.4318652013144,1.3759050689706087
W24X62,0.0,1,0.85,1031.8875151676896,0.39496095479853305
W24X62,0.0,1,0.75,1624.746302575992,0.3102569745677649
W24X62,0.0,1,0.5,2642.8552362379874,0.22810185872697317
W24X62,0.0,1,0.25,-,-
W24X62,0.0,1,0.15,-,-
W24X62,0.0,1,0.05,-,-
W18X86,0.0,1,0.95,153.42269181055812,1.217669145569511
W18X86,0.0,1,0.85,1188.5348853962034,0.3708190831386133
W18X86,0.0,1,0.75,1863.638727535974,0.3299926922502932
W18X86,0.0,1,0.5,2583.9800284387834,0.15636008031642784
W18X86,0.0,1,0.25,-,-
W18X86,0.0,1,0.15,-,-
W18X86,0.0,1,0.05,-,-
W14X132,0.0,1,0.95,365.2281131496445,0.8023601419754542
W14X132,0.0,1,0.85,1531.0830318731878,0.32838851703445376
W14X132,0.0,1,0.75,2382.192847478739,0.35175216332849335
W14X132,0.0,1,0.5,-,-
W14X132,0.0,1,0.25,-,-
W14X132,0.0,1,0.15,-,-
W14X132,0.0,1,0.05,-,-
W16X100,0.0,1,0.95,344.3990993323714,0.8079786927209434
W16X100,0.0,1,0.85,1471.1724331025946,0.34304807107298957
W16X100,0.0,1,0.75,2287.4013672710503,0.3397142285249386
W16X100,0.0,1,0.5,2122.6881471866104,0.0257621397232197
W16X100,0.0,1,0.25,-,-
W16X100,0.0,1,0.15,-,-
W16X100,0.0,1,0.05,-,-
W21X68,0.0,1,0.95,98.55961587723333,1.3854201516437745
W21X68,0.0,1,0.85,1086.439387467475,0.3878385813500399
W21X68,0.0,1,0.75,1712.5257634986856,0.3287572453020701
W21X68,0.0,1,0.5,2476.8432057072027,0.1621473724172746
W21X68,0.0,1,0.25,-,-
W21X68,0.0,1,0.15,-,-
W21X68,0.0,1,0.05,-,-
W12X152,0.0,1,0.95,660.4867183267596,0.5602494033289688
W12X152,0.0,1,0.85,2055.931655438441,0.3546008181836599
W12X152,0.0,1,0.75,2696.3139738002587,0.2567322983094026
W12X152,0.0,1,0.5,-,-
W12X152,0.0,1,0.25,-,-
W12X152,0.0,1,0.15,-,-
W12X152,0.0,1,0.05,-,-
W24X55,0.0,1,0.95,57.55074307255334,1.5420986045666747
W24X55,0.0,1,0.85,900.1070846986343,0.4308053686495856
W24X55,0.0,1,0.75,1468.7374989195355,0.3135084223510692
W24X55,0.0,1,0.5,2702.694994294448,0.28957839704674093
W24X55,0.0,1,0.25,-,-
W24X55,0.0,1,0.15,-,-
W24X55,0.0,1,0.05,-,-
W21X62,0.0,1,0.95,83.9830530261932,1.4050188613652672
W21X62,0.0,1,0.85,989.9959165941418,0.3977935243703635
W21X62,0.0,1,0.75,1572.6830739876436,0.3088867969918907
W21X62,0.0,1,0.5,2702.3426044163957,0.25024788315497937
W21X62,0.0,1,0.25,-,-
W21X62,0.0,1,0.15,-,-
W21X62,0.0,1,0.05,-,-
W16X89,0.0,1,0.95,251.1421763882289,0.971092484632912
W16X89,0.0,1,0.85,1328.3678453636148,0.3549512990278591
W16X89,0.0,1,0.75,2060.796130884942,0.33828436169389947
W16X89,0.0,1,0.5,3248.3041959306643,0.214198327685839
W16X89,0.0,1,0.25,-,-
W16X89,0.0,1,0.15,-,-
W16X89,0.0,1,0.05,-,-
W12X136,0.0,1,0.95,557.9641523394928,0.6016491635504312
W12X136,0.0,1,0.85,1860.800463797987,0.3570119411367105
W12X136,0.0,1,0.75,2693.1361569271116,0.30445290454446355
W12X136,0.0,1,0.5,-,-
W12X136,0.0,1,0.25,-,-
W12X136,0.0,1,0.15,-,-
W12X136,0.0,1,0.05,-,-
W21X57,0.0,1,0.95,93.43849206520028,1.3849439715186558
W21X57,0.0,1,0.85,1036.3309672170683,0.39930568491925783
W21X57,0.0,1,0.75,1635.7392124122923,0.31234980987381744
W21X57,0.0,1,0.5,2642.8552372588824,0.22810185901938612
W21X57,0.0,1,0.25,-,-
W21X57,0.0,1,0.15,-,-
W21X57,0.0,1,0.05,-,-
W18X71,0.0,1,0.95,213.34387986970995,1.0293019423370318
W18X71,0.0,1,0.85,1261.1398881289892,0.3669949160538991
W18X71,0.0,1,0.75,1982.1265869792985,0.33632718346279283
W18X71,0.0,1,0.5,3168.7156896474494,0.2259205642234567
W18X71,0.0,1,0.25,-,-
W18X71,0.0,1,0.15,-,-
W18X71,0.0,1,0.05,-,-
W16X77,0.0,1,0.95,145.80071949476397,1.210393430237217
W16X77,0.0,1,0.85,1152.455020288866,0.37615369155958756
W16X77,0.0,1,0.75,1819.6378598268304,0.3319934642228687
W16X77,0.0,1,0.5,2700.732033779265,0.18545739820059162
W16X77,0.0,1,0.25,-,-
W16X77,0.0,1,0.15,-,-
W16X77,0.0,1,0.05,-,-
W18X65,0.0,1,0.95,146.55702104683098,1.2152760008471002
W18X65,0.0,1,0.85,1154.1139765412586,0.3790195312558455
W18X65,0.0,1,0.75,1821.511858876096,0.33137592466448595
W18X65,0.0,1,0.5,2583.9800284387834,0.15636008031642784
W18X65,0.0,1,0.25,-,-
W18X65,0.0,1,0.15,-,-
W18X65,0.0,1,0.05,-,-
W12X120,0.0,1,0.95,447.9495049248928,0.690992610637479
W12X120,0.0,1,0.85,1650.830175697484,0.33591866431330325
W12X120,0.0,1,0.75,2459.9410709689023,0.3201714163189838
W12X120,0.0,1,0.5,-,-
W12X120,0.0,1,0.25,-,-
W12X120,0.0,1,0.15,-,-
W12X120,0.0,1,0.05,-,-
W21X50,0.0,1,0.95,60.97964304619839,1.5092541021711845
W21X50,0.0,1,0.85,900.1070846986343,0.4308053686495856
W21X50,0.0,1,0.75,1469.9495706896284,0.3150671148787498
W21X50,0.0,1,0.5,2702.694994294448,0.28957839704674093
W21X50,0.0,1,0.25,-,-
W21X50,0.0,1,0.15,-,-
W21X50,0.0,1,0.05,-,-
W18X60,0.0,1,0.95,94.00979762020572,1.401241037107639
W18X60,0.0,1,0.85,1067.156377878737,0.392110020891393
W18X60,0.0,1,0.75,1681.6841914356157,0.31920179415693734
W18X60,0.0,1,0.5,2507.216833506651,0.17332411541341716
W18X60,0.0,1,0.25,-,-
W18X60,0.0,1,0.15,-,-
W18X60,0.0,1,0.05,-,-
W12X106,0.0,1,0.95,344.3990993323714,0.8079786927209434
W12X106,0.0,1,0.85,1472.6411170180477,0.3443200866538471
W12X106,0.0,1,0.75,2287.4013672710503,0.3397142285249386
W12X106,0.0,1,0.5,2122.6862178105853,0.02576174641802881
W12X106,0.0,1,0.25,-,-
W12X106,0.0,1,0.15,-,-
W12X106,0.0,1,0.05,-,-
W18X55,0.0,1,0.95,83.35921808157545,1.3917980809133812
W18X55,0.0,1,0.85,982.6161400428394,0.40633006049154413
W18X55,0.0,1,0.75,1568.4909369895279,0.3132879863648671
W18X55,0.0,1,0.5,2730.7370907132786,0.26025824542693365
W18X55,0.0,1,0.25,-,-
W18X55,0.0,1,0.15,-,-
W18X55,0.0,1,0.05,-,-
W14X82,0.0,1,0.95,245.0014931936615,0.9540840577253584
W14X82,0.0,1,0.85,1295.1269436406901,0.3543851633322202
W14X82,0.0,1,0.75,2030.3584854237693,0.34107096004988124
W14X82,0.0,1,0.5,3248.3041959306643,0.214198327685839
W14X82,0.0,1,0.25,-,-
W14X82,0.0,1,0.15,-,-
W14X82,0.0,1,0.05,-,-
W21X44,0.0,1,0.95,45.894421691519945,1.5654684740085376
W21X44,0.0,1,0.85,764.1586886543987,0.46735855467377796
W21X44,0.0,1,0.75,1324.940437216497,0.3337338892291173
W21X44,0.0,1,0.5,2592.5203820311776,0.32852202916905265
W21X44,0.0,1,0.25,-,-
W21X44,0.0,1,0.15,-,-
W21X44,0.0,1,0.05,-,-
W12X96,0.0,1,0.95,265.88808083682017,0.9413311766766181
W12X96,0.0,1,0.85,1340.771967251975,0.3559970545462646
W12X96,0.0,1,0.75,2097.3442290584617,0.34634210254001785
W12X96,0.0,1,0.5,3248.3041959306643,0.214198327685839
W12X96,0.0,1,0.25,-,-
W12X96,0.0,1,0.15,-,-
W12X96,0.0,1,0.05,-,-
W18X50,0.0,1,0.95,57.006158459706704,1.5201457234680977
W18X50,0.0,1,0.85,880.1715097951109,0.4389001626327858
W18X50,0.0,1,0.75,1442.9030999858721,0.32491800244968905
W18X50,0.0,1,0.5,2636.957632423005,0.28476319735476574
W18X50,0.0,1,0.25,-,-
W18X50,0.0,1,0.15,-,-
W18X50,0.0,1,0.05,-,-
W14X74,0.0,1,0.95,149.08354639833468,1.2396090049581943
W14X74,0.0,1,0.85,1177.629401636848,0.3735208051063589
W14X74,0.0,1,0.75,1851.45434794139,0.33620597878137876
W14X74,0.0,1,0.5,2583.9800284387834,0.15636008031642784
W14X74,0.0,1,0.25,-,-
W14X74,0.0,1,0.15,-,-
W14X74,0.0,1,0.05,-,-
W16X57,0.0,1,0.95,107.3451847486128,1.3469042728420508
W16X57,0.0,1,0.85,1114.3830508385618,0.38409560476547794
W16X57,0.0,1,0.75,1745.9165453834707,0.3151558350643498
W16X57,0.0,1,0.5,2527.567600648551,0.170763958856595
W16X57,0.0,1,0.25,-,-
W16X57,0.0,1,0.15,-,-
W16X57,0.0,1,0.05,-,-
W14X68,0.0,1,0.95,98.55961587723333,1.3854201516437745
W14X68,0.0,1,0.85,1094.2632973910963,0.385673996648756
W14X68,0.0,1,0.75,1722.7691639467664,0.330811346517207
W14X68,0.0,1,0.5,2476.8432057072027,0.1621473724172746
W14X68,0.0,1,0.25,-,-
W14X68,0.0,1,0.15,-,-
W14X68,0.0,1,0.05,-,-
W18X46,0.0,1,0.95,74.75505810754373,1.4044592290124107
W18X46,0.0,1,0.85,927.053814470523,0.4263302354010572
W18X46,0.0,1,0.75,1491.7977894023663,0.30908522976500946
W18X46,0.0,1,0.5,2622.4201184478225,0.2616105364752597
W18X46,0.0,1,0.25,-,-
W18X46,0.0,1,0.15,-,-
W18X46,0.0,1,0.05,-,-
W16X50,0.0,1,0.95,83.35921781283366,1.3917980852927148
W16X50,0.0,1,0.85,969.8607667363788,0.4036891152934644
W16X50,0.0,1,0.75,1541.3995862705985,0.3173687182312149
W16X50,0.0,1,0.5,2700.24151820125,0.2644014973558939
W16X50,0.0,1,0.25,-,-
W16X50,0.0,1,0.15,-,-
W16X50,0.0,1,0.05,-,-
W18X40,0.0,1,0.95,45.47274639270888,1.5872353930727807
W18X40,0.0,1,0.85,783.8813365903868,0.45035693466237664
W18X40,0.0,1,0.75,1335.5909053897158,0.33380679302871513
W18X40,0.0,1,0.5,2558.010776586104,0.3072119797174416
W18X40,0.0,1,0.25,-,-
W18X40,0.0,1,0.15,-,-
W18X40,0.0,1,0.05,-,-
W16X45,0.0,1,0.95,53.32861616068891,1.5503296300388696
W16X45,0.0,1,0.85,867.1921987452322,0.43797939033319644
W16X45,0.0,1,0.75,1424.9922030775958,0.32221103319140615
W16X45,0.0,1,0.5,2726.4487819808714,0.3209858754301103
W16X45,0.0,1,0.25,-,-
W16X45,0.0,1,0.15,-,-
W16X45,0.0,1,0.05,-,-
W14X53,0.0,1,0.95,83.9830530261932,1.4050188613652672
W14X53,0.0,1,0.85,993.2607979960098,0.3972131454757506
W14X53,0.0,1,0.75,1574.3067749939714,0.31041285877977065
W14X53,0.0,1,0.5,2702.3426074807953,0.2502478839482892
W14X53,0.0,1,0.25,-,-
W14X53,0.0,1,0.15,-,-
W14X53,0.0,1,0.05,-,-
W16X40,0.0,1,0.95,43.4190912115979,1.5328998562939464
W16X40,0.0,1,0.85,745.3221278691994,0.4699152233760788
W16X40,0.0,1,0.75,1285.1900479441356,0.3367893703978082
W16X40,0.0,1,0.5,2399.551849137863,0.292339892843559
