section_size,eccentricity,length,DCR,median,log_standard_deviation
W16X40,0.0,1,0.25,-,-
W16X40,0.0,1,0.15,-,-
W16X40,0.0,1,0.05,-,-
W18X35,0.0,1,0.95,34.279261749080234,1.621693823068838
W18X35,0.0,1,0.85,677.096499464986,0.4714552220497761
W18X35,0.0,1,0.75,1188.1298188545318,0.3529987124716086
W18X35,0.0,1,0.5,2393.5026880179385,0.34475290469295405
W18X35,0.0,1,0.25,-,-
W18X35,0.0,1,0.15,-,-
W18X35,0.0,1,0.05,-,-
W14X48,0.0,1,0.95,57.0061584859698,1.520145724561021
W14X48,0.0,1,0.85,886.6265096153766,0.43749634941168686
W14X48,0.0,1,0.75,1451.422762243795,0.32288816446429425
W14X48,0.0,1,0.5,2655.9831102630815,0.2874443591287473
W14X48,0.0,1,0.25,-,-
W14X48,0.0,1,0.15,-,-
W14X48,0.0,1,0.05,-,-
W12X50,0.0,1,0.95,79.18046139898088,1.4176916383300364
W12X50,0.0,1,0.85,960.4753794334149,0.4193391884180462
W12X50,0.0,1,0.75,1538.3499929616246,0.3157277219910802
W12X50,0.0,1,0.5,2700.24151820125,0.2644014973558939
W12X50,0.0,1,0.25,-,-
W12X50,0.0,1,0.15,-,-
W12X50,0.0,1,0.05,-,-
W14X38,0.0,1,0.95,45.93909241406053,1.538917403352982
W14X38,0.0,1,0.85,754.9356176495911,0.46901778407842143
W14X38,0.0,1,0.75,1299.553472617916,0.3380759318154054
W14X38,0.0,1,0.5,2451.8151503615422,0.2962308125248697
W14X38,0.0,1,0.25,-,-
W14X38,0.0,1,0.15,-,-
W14X38,0.0,1,0.05,-,-
W16X31,0.0,1,0.95,34.093448606354066,1.596111776523054
W16X31,0.0,1,0.85,656.074496736545,0.4763376331587037
W16X31,0.0,1,0.75,1159.048389107517,0.3507572622277459
W16X31,0.0,1,0.5,2315.5824776664012,0.3316614672843775
W16X31,0.0,1,0.25,2122.6881471866104,0.0257621397232197
W16X31,0.0,1,0.15,-,-
W16X31,0.0,1,0.05,-,-
W12X45,0.0,1,0.95,53.31988140513746,1.529349419370147
W12X45,0.0,1,0.85,857.7238249341758,0.4406761531378319
W12X45,0.0,1,0.75,1401.8287931159975,0.31512663564349447
W12X45,0.0,1,0.5,2719.6478914298427,0.324413486771756
W12X45,0.0,1,0.25,-,-
W12X45,0.0,1,0.15,-,-
W12X45,0.0,1,0.05,-,-
W12X35,0.0,1,0.95,43.4190912115979,1.5328998562939464
W12X35,0.0,1,0.85,743.470537602072,0.4706813256956657
W12X35,0.0,1,0.75,1276.8151703890583,0.3414162954734182
W12X35,0.0,1,0.5,2404.8659187352678,0.2967246602437604
W12X35,0.0,1,0.25,-,-
W12X35,0.0,1,0.15,-,-
W12X35,0.0,1,0.05,-,-
W14X26,0.0,1,0.95,26.124762981905214,1.6740531416875712
W14X26,0.0,1,0.85,599.7401855579615,0.5047995519225212
W14X26,0.0,1,0.75,1096.094869308739,0.36144294131170046
W14X26,0.0,1,0.5,2224.5150163231606,0.339586215411556
W14X26,0.0,1,0.25,2122.6881471866104,0.0257621397232197
W14X26,0.0,1,0.15,-,-
W14X26,0.0,1,0.05,-,-
W12X22,0.0,1,0.95,26.124761479342332,1.6740531839932942
W12X22,0.0,1,0.85,607.0180100768904,0.4992317193701765
W12X22,0.0,1,0.75,1105.63089464288,0.3637079490729294
W12X22,0.0,1,0.5,2252.260088840021,0.3425496288261126
W12X22,0.0,1,0.25,2122.686324048354,0.02576176807468551
W12X22,0.0,1,0.15,-,-
W12X22,0.0,1,0.05,-,-
W12X19,0.0,1,0.95,19.930374740753273,1.7404380832507267
W12X19,0.0,1,0.85,491.63604774981883,0.5656999706355468
W12X19,0.0,1,0.75,964.8009582179682,0.38847612870051407
W12X19,0.0,1,0.5,1970.2258564379108,0.3248906988227201
W12X19,0.0,1,0.25,3168.7156896474494,0.2259205642234567
W12X19,0.0,1,0.15,-,-
W12X19,0.0,1,0.05,-,-
