fire_load,W33X152_0.000_1_0.95,W33X152_0.000_1_0.85,W33X152_0.000_1_0.75,W33X152_0.000_1_0.50,W33X152_0.000_1_0.25,W33X152_0.000_1_0.15,W33X152_0.000_1_0.05
2000,0.9895833333333334,0.78125,0.28125,0.0,0.0,0.0,0.0
1900,0.9895833333333334,0.6979166666666666,0.22916666666666666,0.0,0.0,0.0,0.0
1800,0.9791666666666666,0.59375,0.15625,0.0,0.0,0.0,0.0
1700,0.9791666666666666,0.5416666666666666,0.125,0.0,0.0,0.0,0.0
1600,0.9791666666666666,0.4583333333333333,0.10416666666666667,0.0,0.0,0.0,0.0
1500,0.9791666666666666,0.3645833333333333,0.07291666666666667,0.0,0.0,0.0,0.0
1400,0.9791666666666666,0.3229166666666667,0.020833333333333332,0.0,0.0,0.0,0.0
1300,0.9583333333333334,0.25,0.020833333333333332,0.0,0.0,0.0,0.0
1200,0.9583333333333334,0.21875,0.010416666666666666,0.0,0.0,0.0,0.0
1100,0.9375,0.14583333333333334,0.0,0.0,0.0,0.0,0.0
1000,0.9270833333333334,0.10416666666666667,0.0,0.0,0.0,0.0,0.0
900,0.875,0.03125,0.0,0.0,0.0,0.0,0.0
800,0.8333333333333334,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
700,0.7604166666666666,0.0,0.0,0.0,0.0,0.0,0.0
600,0.6770833333333334,0.0,0.0,0.0,0.0,0.0,0.0
500,0.5104166666666666,0.0,0.0,0.0,0.0,0.0,0.0
400,0.3541666666666667,0.0,0.0,0.0,0.0,0.0,0.0
300,0.28125,0.0,0.0,0.0,0.0,0.0,0.0
200,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.0
100,0.22916666666666666,0.0,0.0,0.0,0.0,0.0,0.0
