fire_load,W30X132_0.000_1_0.95,W30X132_0.000_1_0.85,W30X132_0.000_1_0.75,W30X132_0.000_1_0.50,W30X132_0.000_1_0.25,W30X132_0.000_1_0.15,W30X132_0.000_1_0.05
2000,0.9895833333333334,0.8020833333333334,0.28125,0.0,0.0,0.0,0.0
1900,0.9895833333333334,0.75,0.2604166666666667,0.0,0.0,0.0,0.0
1800,0.9895833333333334,0.6770833333333334,0.20833333333333334,0.0,0.0,0.0,0.0
1700,0.9791666666666666,0.59375,0.15625,0.0,0.0,0.0,0.0
1600,0.9791666666666666,0.5104166666666666,0.11458333333333333,0.0,0.0,0.0,0.0
1500,0.9791666666666666,0.4479166666666667,0.09375,0.0,0.0,0.0,0.0
1400,0.9791666666666666,0.34375,0.0625,0.0,0.0,0.0,0.0
1300,0.96875,0.28125,0.020833333333333332,0.0,0.0,0.0,0.0
1200,0.9583333333333334,0.25,0.010416666666666666,0.0,0.0,0.0,0.0
1100,0.9479166666666666,0.15625,0.0,0.0,0.0,0.0,0.0
1000,0.9270833333333334,0.125,0.0,0.0,0.0,0.0,0.0
900,0.8854166666666666,0.052083333333333336,0.0,0.0,0.0,0.0,0.0
800,0.8645833333333334,0.020833333333333332,0.0,0.0,0.0,0.0,0.0
700,0.7916666666666666,0.010416666666666666,0.0,0.0,0.0,0.0,0.0
600,0.6979166666666666,0.0,0.0,0.0,0.0,0.0,0.0
500,0.59375,0.0,0.0,0.0,0.0,0.0,0.0
400,0.4270833333333333,0.0,0.0,0.0,0.0,0.0,0.0
300,0.3125,0.0,0.0,0.0,0.0,0.0,0.0
200,0.2604166666666667,0.0,0.0,0.0,0.0,0.0,0.0
100,0.2604166666666667,0.0,0.0,0.0,0.0,0.0,0.0
